"참 개같이도 편하게 만들어놔서 한 편 제대로 본 적도 없이 삭제하게되네요 본인인증하고 신규가입하고 이용권구매 페이지 들어가봤더니 100원 이용권이라 써있는 건 하나도 없길래 이게 뭐지 싶어서 방법 뒤적대다가 T 부가서비스 웨이브 앤 데이터 이용권에 한달 100원 써있어서 이건가?하고 서비스 구매했더니 결국 아녔고. 근데 또 이 T월드 제공 웨이브 앤 데이터 이용권 구매하면 웨이브 자체 이용권은 구매도 안되네? 그래서 해지하고 다시 앱 들어가봤더니 100원 이용권은 날라가있네 진짜 어떻게 이렇게 앱을 불편하게 만들죠 난 딴 앱 쓰러 갑니다.","참/MAG|개/NNG|같이/JKM|도/JX|편하/VA|게/ECD|만들/VV|어/ECD|노/VV|아서/ECD|하/VV|ㄴ/ETD|편/NNB|제대/NNG|로/JKM|보/VV|ㄴ/ETD|적도/NNG|없이/MAG|삭제/NNG|하/XSV|게/ECD|되/VV|네요/EFN|본인/NNG|인증/NNG|하/XSV|고/ECE|신규/NNG|가입/NNG|하/XSV|고/ECE|이용권/NNG|구매/NNG|페이지/NNG|듣/VV|어/ECD|가보/VV|았/EPT|더니/ECD|100/NR|원/NNM|이용권/NNG|이/VCP|라/ECD|쓰/VV|어/ECS|있/VXV|는/ETD|건/NNM|하나/NR|도/JX|없/VA|길래/ECD|이것/NP|이/JKS|무엇/NNG|이/VCP|지/ECD|싶/VXA|어서/ECD|방법/NNG|뒤적대/VV|다가/ECD|T/OL|부가/NNG|서비스/NNG|웨이브/NNG|앤/NNG|데이터/NNG|이용권/NNG|에/JKM|한/MDN|달/NNG|100/NR|원/NNM|쓰/VV|어/ECS|있/VXV|어서/ECD|이/MDT|것/NNB|이/VCP|ㄴ가/EFQ|?/SF|하/VV|고/ECE|서비스/NNG|구매/NNG|하/XSV|었/EPT|더니/ECD|결국/NNG|아니/VV|었/EPT|고/ECE|./SF|그/VA|ㄴ데/ECE|또/MAG|이/MDT|T/OL|월드/NNP|제공/NNG|웨이브/NNG|앤/NNG|데이터/NNG|이용권/NNG|구매/NNG|하/XSV|면/ECE|웨이브/NNG|자체/NNG|이용권/NNG|은/JX|구매/NNG|도/JX|안/MAG|되/VV|네/EFN|?/SF|그래서/MAG|해지/NNG|하/XSV|고/ECE|다시/MAG|앱/NNG|듣/VV|어/ECD|가보/VV|았/EPT|더니/ECD|100/NR|원/NNM|이용권/NNG|은/JX|날르/VV|아/ECS|가있/UN|네/MDN|진짜/MAG|어떻/VA|게/ECD|이렇/VA|게/ECD|앱/NNG|을/JKO|불편/NNG|하/XSV|게/ECD|만들/VV|죠/EFN|나/NP|는/JX|따/VV|ㄴ/ETD|앱/NNG|쓰/VV|러/ECD|갈/VV|ㅂ니다/EFN|./SF"
"티비앱에서보면 한 프로그램 재생할때마다 무조건 두번이상 오류남 써본 스트리밍서비스중에 가장 오류가 잦은듯.","티비/NNG|앱/NNG|에서/JKM|보/VV|면/ECE|하/VV|ㄴ/ETD|프로그램/NNG|재생/NNG|하/XSV|ㄹ/ETD|때/NNG|마다/JX|무조건/MAG|두/MDN|번/NNB|이상/NNG|오류/NNG|남/NNG|쓰/VV|어/ECS|보/VV|ㄴ/ETD|스트리밍/NNG|서비스/NNG|중/NNB|에/JKM|가장/MAG|오류/NNG|가/JKS|잦/VA|은/ETD|듯/NNB|./SF"
"전체화면으로 보다가 뒤로가기를 하면 세로보기 전체화면으로 바뀌고 그후로는 뒤로가기가 안됩니다. 고쳐주세요.","전체/NNG|화면/NNG|으로/JKM|보/VV|다가/ECD|뒤/NNG|로/JKM|가기/NNG|를/JKO|하/VV|면/ECE|세로/NNG|보기/NNG|전체/NNG|화면/NNG|으로/JKM|바꾸/VV|고/ECE|그/MDT|후/NNG|로/JKM|는/JX|뒤/NNG|로/JKM|가기/NNG|가/JKS|안/MAG|되/VV|ㅂ니다/EFN|./SF|고치/VV|어/ECS|주/VXV|세요/EFN|./SF"
"앱 개편 이후 시작화면 색감이 너무 쨍해서 눈이 아파요 들어갈 때마다 눈감고 들어가거나 화면을 못 쳐다봅니다 그 전 색감 괜찮았는데 아쉽네요.","앱/NNG|개편/NNG|이후/NNG|시작/NNG|화면/NNG|색감/NNG|이/JKS|너무/MAG|쨍하/VV|어서/ECD|눈/NNG|이/JKS|아프/VA|아요/EFN|들어가/VV|ㄹ/ETD|때/NNG|마다/JX|눈감/VV|고/ECE|들어가/VV|거나/ECE|화면/NNG|을/JKO|못/MAG|쳐다보/VV|ㅂ니다/EFN|그/MDT|전/NNG|색감/NNG|괜찮/VA|았/EPT|는데/ECD|아쉽/VA|네요/EFN|./SF"
"야구 5게임 동시시청시 다른경기 전환이 너무 버벅거리고 안됩니다. 갤탭S7FE 사용중이라 사양이 떨어지는것도 아닌데 테스트해보시고 고쳐주세요.","야구/NNG|5/NR|게임/NNG|동시/NNG|시청/NNG|시/NNG|다른/MDT|경기/NNG|전환/NNG|이/JKS|너무/MAG|버벅거리/VV|고/ECE|안/MAG|되/VV|ㅂ니다/EFN|./SF|갤럭시/NNG|탭/NNG|S/OL|7/NR|FE/OL|사용/NNG|중/NNB|이/VCP|라/ECD|사양/NNG|이/JKS|떨어지/VV|는/ETD|것/NNB|도/JX|아니/VCN|ㄴ데/ECE|테스트/NNG|해보/VV|시/EPH|고/ECE|고치/VV|어/ECS|주/VXV|세요/EFN|./SF"
"안드로이드 6.0.1 기기에서 WAVVE 앱을 설치하려고 보니 구글 스토어에서 앱이 아예 검색조차 안되는군요. 안드로이드 버전이 얼마 이상이라야 되는지 몰라서 PC를 통해 앱 정보를 확인해 보니 접근권한 관련 설명에서 안드로이드 6.0 이상을 권장한다는 말만 있습니다. 그런데 왜 안드로이드 6.0.1 기기에서 웨이브 앱을 설치할 수 없는 건가요? 참고로 넷플릭스나 티빙 등 타 OTT 앱은 아무 문제없이 설치가 되고 있는 상황임.","안드로이드/NNG|6.0/NR|./SF|1/NR|기기/NNG|에서/JKM|WAVVE/OL|앱/NNG|을/JKO|설치/NNG|하/XSV|려고/ECD|보/VV|니/ECD|구글/NNG|스토어/NNG|에서/JKM|앱/NNG|이/JKS|아예/MAG|검색/NNG|조차/JX|안/MAG|되/VV|는군요/EFI|./SF|안드로이드/NNG|버전/NNG|이/JKS|얼마/NNG|이상/NNG|이/VCP|라야/ECD|되/VV|는지/ECS|몰르/VV|아서/ECD|PC/OL|를/JKO|통하/VV|어/ECS|앱/NNG|정보/NNG|를/JKO|확인/NNG|하/XSV|어/ECS|보/VV|니/ECD|접근/NNG|권한/NNG|관련/NNG|설명/NNG|에서/JKM|안드로이드/NNG|6.0/NR|이상/NNG|을/JKO|권장/NNG|하/XSV|ㄴ다는/ETD|말/NNG|만/JX|있/VV|습니다/EFN|./SF|그런데/MAG|왜/MAG|안드로이드/NNG|6.0/NR|./SF|1/NR|기기/NNG|에서/JKM|웨이브/NNG|앱/NNG|을/JKO|설치/NNG|하/XSV|ㄹ/ETD|수/NNB|없/VA|는/ETD|것/NNB|이/VCP|ㄴ가요/EFQ|?/SF|참고/NNG|로/JKM|넷플릭스/NNG|나/JC|티빙/NNG|등/NNB|타/NNM|OTT/OL|앱/NNG|은/JX|아무/MDT|문제없이/MAG|설치/NNG|가/JKC|되/VV|고/ECE|있/VXV|는/ETD|상황/NNG|이/VCP|ㅁ/ETN|./SF"
"재생시 무조건 자막 뜸. 해제하고 본후 웨이브 껐다가 다시 틀면 또 자막재생. 영상보려 누르면 자동재생기능 너무 불편. 회차 선택도 전에 혼자 재생. 스마트티비는 검색기능 무용지물. 검색 안됨. 하. 정규방송 VOD 대부분 볼수 있어 결제했는데 기능이 후퇴하고 있는 기분임.","재생/NNG|시/XSN|무조건/MAG|자막/NNG|뜸/NNG|./SF|해제/NNG|하/XSV|고/ECE|보/VV|ㄴ/ETD|후/NNG|웨이브/NNG|끄/VV|었/EPT|다가/ECD|다시/MAG|틀/VV|면/ECE|또/MAG|자막/NNG|재생/NNG|./SF|영상/NNG|보/VV|려/ECD|누르/VV|면/ECE|자동/NNG|재생/NNG|기능/NNG|너무/MAG|불편/NNG|./SF|회/NNB|차/NNG|선택도/NNG|전/NNG|에/JKM|혼자/NNG|재생/NNG|./SF|스마트/NNP|티비/NNG|는/JX|검색/NNG|기능/NNG|무용지물/NNG|./SF|검색/NNG|안/MAG|되/VV|./SF|하/NNB|./SF|정규/NNG|방송/NNG|VOD/OL|대부분/NNG|보/VV|ㄹ/ETD|수/NNB|있/VV|어/ECD|결제/NNG|하/XSV|었/EPT|는데/ECD|기능/NNG|이/JKS|후퇴/NNG|하/XSV|고/ECE|있/VXV|는/ETD|기분/NNG|임/NNG|./SF"
"아니 팝업창 어따 팔아먹음?","아니/IC|팝업/NNG|창/NNG|어/VV|어/ECS|따/VV|아/ECS|팔아먹/VV|음/ETN|?/SF"
"로그인 되어있는 기계가 없는데 중복으로 로그인 되었다고 잘보고 있는데 중간에 로그아웃 되고 그러네요 .","로그인/NNG|되/VV|어/ECD|있/VXV|는/ETD|기계/NNG|가/JKS|없/VA|는데/ECD|중복/NNG|으로/JKM|로그인/NNG|되/VV|었/EPT|다고/EFN|잘/MAG|보/VV|고/ECE|있/VXV|는데/ECD|중간/NNG|에/JKM|로그/NNG|아웃/NNG|되/VV|고/ECE|그러/VV|네요/EFN|./SF"
"B티비로 앱깔아서 보고있어요. 언제부턴지는 모르겠는데 검색버튼 눌러서 검색할때 키 아래로 방향키로 누르면 숫자판으로 바뀌면서 문자입력이 불가능하더라구요. 거실하고 안방에 티비 둘다 B티비로 깔아서 검색할때 동일한 오류가 있으며 스마트티비 자체에 깔린앱으로 켜서보면 검색자판오류가 없어요. 개선해주시지요.","B/OL|티비/NNG|로/JKM|앱/NNG|깔/VV|아서/ECD|보/VV|고/ECE|있/VXV|어요/EFN|./SF|언제/NP|부터/JX|ㄴ/JX|질/VV|는/ETD|모르/VV|겠/EPT|는데/ECD|검색/NNG|버튼/NNG|누르/VV|어서/ECD|검색/NNG|하/XSV|ㄹ/ETD|때/NNG|키/NNG|아래/NNG|로/JKM|방향키/NNG|로/JKM|누르/VV|면/ECE|숫자판/NNG|으로/JKM|바꾸/VV|면서/ECE|문자/NNG|입력/NNG|이/JKS|불가능/NNG|하/XSV|더/EPT|라구요/EFN|./SF|거실/NNG|하/XSV|고/ECE|안방/NNG|에/JKM|티비/NNG|둘/NR|다/MAG|B/OL|티비/NNG|로/JKM|깔/VV|아서/ECD|검색/NNG|하/XSV|ㄹ/ETD|때/NNG|동일/NNG|하/XSV|ㄴ/ETD|오류/NNG|가/JKS|있/VV|으며/ECE|스마트/NNP|티비/NNG|자체/NNG|에/JKM|깔/VV|ㄴ/ETD|앱/NNG|으로/JKM|키/VV|어서/ECD|보/VV|면/ECE|검색/NNG|자판/NNG|오류/NNG|가/JKS|없/VA|어요/EFN|./SF|개선/NNG|하/XSV|어/ECS|주/VXV|시/EPH|지요/EFN|./SF"
"개선이 많이 필요한것 같네요.","개선/NNG|이/JKS|많이/MAG|필요/NNG|하/XSV|ㄴ/ETD|것/NNB|같/VA|네요/EFN|./SF"
"4K HDR 돌비 애트모스 다 안되고 앱 UI는 그지같이 만들어서 HBO가 이딴 데에 이딴 품질로 한국에 독점 공급하고 있다는 게 개빡침 비트레이트도 쓰레기여서 차라리 불법이 더 선명하겠다.","화질/NNG|화질/NNG|돌비/NNG|애트/UN|모스/NNG|다/MAG|안/MAG|되/VV|앱/NNG|UI/OL|늘/VV|ㄴ/ETD|그지/NNG|같이/JKM|만들/VV|어서/ECD|HBO/OL|가/JKS|이/MDT|땋/VV|ㄴ/ETD|데/NNB|에/JKM|이딴/MDT|품질/NNG|로/JKM|한국/NNG|에/JKM|독점/NNG|공급/NNG|하/XSV|고/ECE|있/VXV|다는/ETD|것/NNB|이/JKS|개/NNG|빡/NNG|침/NNG|비트/NNG|레이트/NNG|도/JX|쓰레기/NNG|여/NNG|서/JKM|차라리/MAG|불법/NNG|이/JKS|더/MAG|선명/NNG|하/XSV|겠/EPT|다/EFN|./SF"
"결제했는데 미리보기만됨?","결제/NNG|하/XSV|었/EPT|는데/ECD|미리/MAG|보/VV|기/ETN|만/JX|되/VV|ㅁ/ETN|?/SF"
"화면 우측 볼륨 조절 기능이 너무 민감하여 갑자기 커진 볼륨에 깜짝 놀라길 여러번. 앱 출시 전에 이런건 테스트 안하나요?","화면/NNG|우측/NNG|볼륨/NNG|조절/NNG|기능/NNG|이/JKS|너무/MAG|민감/XR|하/XSA|여/ECS|갑자기/MAG|커지/VV|ㄴ/ETD|볼륨/NNG|에/JKM|깜짝/MAG|놀/VV|ㄹ라/ECD|길/NNG|여러번/NNG|./SF|앱/NNG|출시/NNG|전/NNG|에/JKM|이런/MDT|건/NNM|테스트/NNG|안/MAG|하/VV|나요/EFQ|?/SF"
"자동재생기능에 대해서 말할 것도 없이 다른 분들이 다 써줬네요. 그래도 그냥 바꿀 의지없음이 드러나는 답변. 그리고 앱기능보다 더 싫은건 자체콘텐츠랍시고 꼴도 보기싫은 동성애영화 만들어서 대문짝만하게 띄워서 계속 눈에 띄게 만들고 갠적으로 별 반쪽도 아까운 앱임.","자동/NNG|재생/NNG|기능/NNG|에/JKM|대하/VV|어서/ECD|말하/VV|ㄹ/ETD|것/NNB|도/JX|없이/MAG|다른/MDT|분/NNG|들/XSN|이/JKS|다/MAG|쓰/VV|어/ECS|주/VXV|었/EPT|네요/EFN|./SF|그리하/VV|여도/ECD|그냥/MAG|바꾸/VV|ㄹ/ETD|의지/NNG|없/VA|음/ETN|이/JKS|드러나/VV|는/ETD|답변/NNG|./SF|그리고/MAG|앱/NNG|기능/NNG|보다/JKM|더/MAG|싫/VA|은/ETD|건/NNG|자체/NNG|콘텐츠/NNG|랍시/UN|이/VCP|고/ECE|꼴/NNG|도/JX|보/VV|기/ETN|싫/VA|은/ETD|동성애/NNG|영화/NNG|만들/VV|어서/ECD|대문짝/NNG|만하/XSA|게/ECD|띄우/VV|어서/ECD|계속/MAG|눈/NNG|에/JKM|띄/VV|게/ECD|만들/VV|고/ECE|개/VV|ㄴ/ETD|적/NNB|으로/JKM|별/NNG|반쪽/NNG|도/JX|아깝/VA|ㄴ/ETD|앱/NNG|임/NNG|./SF"
"완죤구림 고사양셀룰런데.튕김심함. 같은경운첨이라 황당.","와/VV|ㄴ/ETD|죠/VA|ㄴ/ETD|구림/NNG|고사/NNG|양/NNG|셀/NNG|룰/NNG|런/NNG|데/NNG|./SF|튕기/VV|ㅁ/ETN|심하/VA|ㅁ/ETN|./SF|같/VA|은/ETD|경운/NNG|첨/NNG|이/VCP|라/ECD|황/NNG|당/XSN|./SF"
"자막 꺼도 다시 재생할 때마다 켜지는 점. 자막 해제기능 없나요?","자막/NNG|끄/VV|어도/ECD|다시/MAG|재생/NNG|하/XSV|ㄹ/ETD|때/NNG|마다/JX|키/VV|는/ETD|점/NNG|./SF|자막/NNG|해제/NNG|기능/NNG|없/VA|나요/EFQ|?/SF"
