"Date","Review","Star","Like","Version"
"2022-09","결제는 됐는데 왜 보유한 이용권이 없다고 뜨는걸까요? 분명 결제가 되서 돈이 나간 이력이 있는데 다시 로그인을 해도 어플을 지우고 다시 깔아도 현재 보유한 이용권이 없다고 뜨는거죠? 다시 결제하려니까 지금 베이직을 이용중이라 결제가 다시 안된다 그러고 영상을 보려니까 이용권을 구매하라고 하고. 이거 어떻게 해야하죠.?","1","0","6.0.11"

"2022-09","삭제했다 깔아도 로그아웃 안됨. 로그아웃 찾기 힘들게 해놓음.","1","0","6.0.11"

"2022-09","추석 연휴동안 보려고 오늘 웨이브 이용권을 결제했는데 이용권이 없다고 결제를 유도하고 그런데 또 결제적용일은 10월이네요? 그럼 제가 산 9월 이용권은 어디 간 걸까요. 오류가 난 것 같아 구매센터에 문의해봐도 공휴일이라 문의 불가 상태입니다. 그럼 전 추석 연휴 동안 웨이브 이용도 못하고 돈만 날린 셈인데요 적어도 오류에 대한 대책은 준비하시고 공휴일 맞이하셨어야 하는거 아닌가 싶습니다.","1","0","6.0.11"

"2022-09","어플 실행이 안되요 실행이 될때는 라이브 목록이 뜨지 않아요.","1","0",""

"2022-09","프로필 잠금 한국콘텐츠 자막 꼭 필요합니다.","1","0","6.0.11"

"2022-09","요즘 OTT 서비스 유행인데도 웨이브가 듣보인 이유 정기 구독 해놔도 영화는 개별 구매하라고 함. 이러면 누가 웨이브를 써.?","1","0","5.6.41"

"2022-09","앱을껏다 키면 자막설정이자동으로 되네요 엄청 불편하네요.","1","0","6.0.11"

"2022-09","한국드라마에도 자막 설정이없어서 소리없이 보기 불편합니다 자막기능 만들어주세요.","1","0","6.0.11"

"2022-09","핸드폰에서 결제햇는데. 티비에서 또 다시 결제하라그래요. 티비에서 지금 다시 또 결제햇으니까. 핸드폰꺼는 해제시켜주세요. 두번이나 결제햇어요.","5","0","6.0.11"

"2022-09","버퍼링이 너무 많이 걸려요.","1","0","6.0.11"

"2022-09","팝업모드 진짜 이대로 작게 두실건가요. 해지합니다. 하. PIP 답변 그만하세요. 쓰다보니까 팝업창 고정도 맘대로 못하게 이리저리 가던데 업뎃했는데 왜 더 안좋아지는거죠. 크기조절기능 다시 넣어주세요.","1","0","6.0.11"

"2022-09","업데이트이후 자막사용을 자꾸해제해도 한국드라마에왜자꾸 자막이뜨나요 어찌 방법이없나요.","1","0","6.0.11"

"2022-09","구글 인앱 결제로 이용권 구매 되었는데 이용권 확인이 되지 않습니다. 그리고 이용권 첫달 프로모션 페이지 누르면 구글 플레이 결제만 연결 되는데 제대로 방법을 알려주셔야지요. 이용권 확인도 안 되서 보지도 못하네요.","1","0","6.0.11"

"2022-09","내 돈먹음.","1","0","6.0.11"

"2022-09","웨이브를휴대폰과 태블릿을 연동해서 쓰고있는데 업뎃이후 태블릿은 이용권 구매하라고 뜹니다 이용권 구매해서 쓰고있는중인데 빠른답변 주세요.","1","0","6.0.11"

"2022-09","이전 팝업플레이어로 안되나요? 최신버전은 팝업플레이어에서 확대가 안되는데요 이전에는 팝업에서도 화면 조절이 되던데 아니면 이전버전을 받을수 잇을까요? 곰플레이어는 되던데 이좋은 기능을 왜 빠져는지.","1","0","2.5.7"

"2022-09","구글에서 인앱결제했는데 베이직에서 스텐다드로 올릴려면 어떻게 하나요?","5","0","6.0.11"

"2022-09","저는 웨이브에서 포켓몬스터W를 보는데 100화에서 안올라와요 9월1일 목요일부터 올라온다고 했는데 안올라와요.","4","0","6.0.11"

"2022-09","엠스틱2로 시청할때 한번 로그인하면 계속 로그인되어있는게 아니라 매번 접속할때마다 로그인해야 되는데 왜 이러는지.티빙 넷플은 안그러는데 유독 웨이브만.왜 그런건가요?","2","0","6.0.11"

"2022-09","서비스연결 먹통 모바일다국어자막지원X 아직도 어려먹는 해링 턱없이 부족한 컨텐츠 먹통이라고 이사럼들아 그리고 시즌1부터 보는데 맨날 8부터 시작하는 거 무엇? 그리고 제발 장르 국가별좀 나누렴 짱드 대드 거르다가 손목 나가겠어. 자회사가 핑핑이야? 그리고 인앱에서만 재생되는거 무엇? 왜그러는거 대체 나 지금 도스쓰냐고.","1","0","6.0.11"

"2022-09","도착요 0.","4","0","6.0.11"

"2022-09","오류가 너무심함.","1","0","6.0.11"

"2022-09","서비스 연결 지연으로 영상 시청이 안 됩니다.","3","0","6.0.11"

"2022-09","어제까지 잘 보던 일부 영상이 서비스가 지연되고 있다는 메세지가 뜨면서 재생이 안됩니다 재생이 되는 것도 있고 안되는것도 있습니다.","2","0","6.0.11"

"2022-09","서비스 연결 지연이라는 메세지가 계속 뜨네요.","3","0","6.0.11"

"2022-09","갤럭시탭 10.1 기기에서도 웨이브 쓸수 있게 해주세여.","1","1","6.0.11"

"2022-09","열받아서 리뷰쓰려고 들어왔네요.뭔 버퍼링이 이래심합니까?한달에 돈을 만원넘게 주고보는데 짜증나서 담달부터 안보든지 개선을 좀해보시든지 진짜 이거 너무합니다.","1","0","6.0.11"

"2022-09","온에어에 타임머신 기능 TV채널에서 프로그램 방송중에 쓰면 별 이상 없는데 광고즁에 쓰면 우측하단에 까만 네모로 구멍나서 신경쓰여요. 이거 손봐주세요.","4","39","6.0.11"

"2022-09","결제는 됐는데 결제오류라고 이용권이 없다고 떠요.","2","1","6.0.11"

"2022-09","자막크기 조절 기능 만들어주세요 기본 자막 너무 작아요.","4","0","6.0.11"

"2022-09","어플 자체에 있는 구글 캐스트 기능으로 티비로 연결해서 보다가 리모컨등으로 빠져 나가게 되면 다시 연결이 안 되더라구요. 이거 넘 불편한더 왜 그런 걸까요? 재로그인 재부팅 다 안 되네요.","3","0","6.0.11"

"2022-09","앙 좋아용 기모띠.","4","0","6.0.0"

"2022-09","태블릿 안드로이드 버전4.4.2인데 서비스 종료된건가요? 삭제하고 재설치하는데 플레이스토어에 검색이 안되네요 황당.","1","1",""

"2022-09","안녕하세요 얼마전부터 태블릿에 기기호환이 안된다는 알림이 뜹니다 개발자님 해결방법이 있을까요?","5","1","3.0.17"

"2022-09","갤럭시S2 탭 에서는 업데이트가아니라 푹 으로넘어가면서 아예 호환이안된다고나와요.","1","1","6.0.11"

"2022-09","다른 리뷰를 썼었는데 문제가 생겨서 전 리뷰가 다시 갱신 됐었는듯 하네요. 지금 문제 없습니다. 잘 쓰고 있습니다.","4","9","6.0.11"

"2022-09","갤럭시탭4에서 시청하다 오랜만에 접속을 했는데 업데이트를 하라고 하네요. 그래서 업데이트를 하려고 했는데 기기와 호환이 안된다고 합니다. 웨이브를 시청하려고 기기를 변경해야하나요? 모든 기종에 호환이 되도록 수정 부탁드립니다.","2","2","6.0.11"

"2022-09","볼만한영화는 구매하라하네요. 영화가 많지않아요.","3","0","6.0.0"

"2022-09","업데이트 후 실행이 안되는데. 폰을 껏다키면 실행되고 다음엔 또 안되고.","1","0","6.0.11"

"2022-09","핸드폰과 탭에서 WAVVE사용중인데 화면크기조절 어디로 사라졌나요? 다른작업하면서 WAVVE화면 줄여놓도 멀티로 사용하는거 팝업플레이 안되나요? 방법알려주세요 업뎃을 사용하기 편리하게 해야지 더 못하게불편하게 해놓으면어쩌나요? 어이가없네요. 위에문의 답변좀해주세요.","1","0","6.0.0"

"2022-09","해지 신청을 어떻게 하나요 해외에 있어서 결제하구 보는데 해외에서 보디 못한다구 나오네요.","1","0","6.0.11"

"2022-09","유료 서비스가 이렇게 잘 죽는건 이 놈이 처음.","1","0","6.0.11"

"2022-09","정말 마음에 안드네요.하루에 수십번씩 서비스 지연된다고 어플 종료했다가 다시 들어가도 또 그러고 들어가면 프로그래무보고 있는것도 초기화되고 보던시간으로 스킵하면 또 멈춰지고 도대체 언제 제대로 될껍니까 진짜.하.","1","1","6.0.11"

"2022-09","평소에 웨이브를 잘 이용하고 있어요 확실히 팝업 창이 사라지고 PIP 모드로 변환이 되어서 당황스러웠고 심지어 크기조절이 안되사 너무 불편해요 아 그리고 이건 개인적인 궁금증인데 뮤직뱅크 9.2일 회차 언제 업데이트 될까요?","4","0","5.6.30"

"2022-09","블루투스로 키보드 연결하고 해제할 때마다 영상이 멈추고 앱에 직접 들어가서 다시 재생시켜야 해서 번거롭네요.","3","1","6.0.11"

"2022-09","잘 이용하고 있습니다.","4","0","5.6.41"

"2022-09","기가지니A 에서 웨이브 크롬캐스트 기능을 사용하려고 합니다. 크롬캐스트는 연결이 되는데 컨텐츠 재생은 불가합니다.","1","1","6.0.11"

"2022-09","2년전에 평점1점뒀는데 오늘은 5점줌. 좋은방향으로 앱수정잘함. 중국드라마영화가 너무많은게 최대단점인데 그건 안보면되는거니문제없음.조선족들이많이보겠지그런건.","5","0","6.0.11"

"2022-09","신경질나는 앱 체널도 순서없이 제각기 매번 끝기고 오류 매번뜨고 화남.스트레스라고요 질좀 높여줘요.","1","1","6.0.11"

"2022-09","앱이유료화되서불편 최악.","1","2","6.0.11"

"2022-09","영화 개별구매 하려고 가격보니 2750원 이라는데 결제하려고 보니 코인으로 밖에 안됨. 2750 코인 충전하려고 보니 1000코인에 1400원. 그러면 가격표시할때 2750원 이라고 하면 안되지 않나요?","1","1","6.0.11"

"2022-09","어플들어가면 첫달100원프로모션있잖아요 본프로모션은 구글플레이결제시 적용안됩니다 이걸동시에읽을수있게표시해주세요 그 아래로내리는 화살표를 소비자가 당연히 눌러볼꺼라고 생각하시는건지. 모르고 구글로 결제해서 적용안된거확인하고당황했던사람 되게 많을거같은데. 혹하는프로모션이 되려 첫인상을 망치는 지뢰로 작용.","2","2","6.0.11"

"2022-09","팝업창 조절 안되게 바뀌고나서 구독해지했는데 이번에 업데이트 하길래 팝업창 개선했는지 알고 업데이트하고 다시구독했는데 앱여전하네요 팝업창 크기조절안되는 웨이브가 최신폰 사용자들만의 어플이 아니잖아요 그동안 많은 사용자들이 불편사항 의견 남겼는데 개선된게 없다니 이런줄 알았으면 재구독 안했어요 복붙답변만 남기지 마시고 구독자들 불편사항 적극 개선좀 해주시길 바랍니다.","1","4",""

"2022-09","지금까지 정말 잘 쓰고 있었는데 장점이었던 PIP 모드가 왜 이렇게 되었을까요 크기 조절도 안 되고 굉장히 불편합니다. 화질 개선을 떠나 너무 불편합니다. 다시 원래대로 복원 부탁드립니다.","1","3","6.0.11"

"2022-09","PIP 기능으로 메크로 답변했길래 당연히 조정하고 한거죠. 아진짜 업뎃한거 엄청 후회중. 리뷰보고 할걸. 계속 쓰는 앱인데 쪼만해가지고 라디오 듣는수준인거 느껴지니까 더빡침. 돌려줘요 화면크기.","1","3","6.0.0"

"2022-09","100원 이벤트보고 들어왔는데 안내대로 진행했는데 그런거 없네요. 이유는 모르겠지만 본 금액대로 정상결재되니 참고하고 이용하시기전 이벤트 많이 알아보시고 하시는게 좋을거 같습니다. 뭔가 알려주지 않는 예외적인 상황들이 있는거 같습니다.","1","2","6.0.11"

"2022-09","보통 편의성을 위해 업데이트를 하지 않나요? 진화가 아닌 퇴보를 선택한 이유가 무엇일까 시간이 지나면 적응 되려나 해서 더 써봐도 결국 답은 손절이네. 타 플랫폼대비 컨텐츠가 나랑 맞지 않아도 잼민이 딸랑구가 이게 편하다고 4인결제를 2년 넘게 했는데 편의성이 사라지니 여기까지 인 듯 하네요.","2","2",""

"2022-09","베이직 이용하고 있는데 결제하려고보니까 9000원이던데 제가 알기로는 7900원으로 알고 있었거든요.요금이 오른건가요?아님 다른 이유때문인가요?","4","0","6.0.11"

"2022-09","웨이브 잘보고 있었는데 이용권 금액이 오른건가요? 자동으로 이용권 사라지고 리셋되었네요 그래서 재가입했어요 업그레이드 되어도 기존회원들은 리셋 안될 수 있게 해주세요.","2","1","6.0.11"

"2022-09","프로필 잠금 기능이 없네요 만들어주세요.","3","0","6.0.0"

"2022-09","구글 결제엔 결제된걸로나오는데 웨이브 구독관리엔 이용권 없다고하고 결제오류 어떻게좀 해주시거나 환불해주세요 제발.","1","2","6.0.11"

"2022-09","저는 청각장애인인네요 스토브리그 자막 어디 찾아도 없어요 검색 기능 개편?","1","2","6.0.11"

"2022-09","로그인을 했는데도 튕김.","2","1","6.0.11"

"2022-09","업데하고 왜 라이브 멀티스크린이 안되나요?","2","1","6.0.11"

"2022-09","검색하는데 검색기록없어져 너무불편해요 매번새로입력해야해요 자주본건데.","1","1","6.0.11"

"2022-09","구글 플레이로 16000원 프리미엄 결재가 되었는데 앱에들어가면 이용권이 없다고 나옵니다. 황당한 상황에 어이가 없네요. 구글 플레이로 KT결재가 9월 3일 04시 28분 정상 완료가 되었는데 웨이브 앱에서는 이용권이 표시가 안되고 구매하라고 나옵니다 환불조치 바랍니다.","1","2","6.0.11"

"2022-09","100원 이벤트로 알고 구매하였는데 잘 못 결제 된 걸 알고 환불하려고 하니 구글측에서 계속해서 환불요청이 안된다고만 뜨는중 7일이 경과하지도 않았고 미사용함 환불 해 주세요.","1","3",""

"2022-09","중국산 개 쥭같네 허위광고 랄 요.","1","2","6.0.11"

"2022-09","코인으로 사야된다고 하고 코인은 1000원에 1500원이네 그리고 코인에 유효기간까지 있고 그리고 다운로드도 안되게 하고 이게 뭔 돈에 미친앱이네 돈에 미친.","1","2","5.6.30"

"2022-09","좋지 못한 리뷰가 많아서 업데이트하기 두려웠는데 써보니 좋네요. 이전 앱 보다 움직임도 부드러워졌고 홈으로 갈 때 유툽처럼 자동으로 팝업화면 띄워주니 편합니다.","5","0","6.0.11"

"2022-09","첫달은 100원이길래 혹해서 결제했더니 할인안되고 12500원이 결제됐더라고요 구독 취소해도 한번결제한거는 취소도 안되고.100원은 왜 결제가 안되는걸까요?","3","2","6.0.11"

"2022-09","자동재생 되는거 너무 불편합니다. 핸드폰에서야 바로재생되어도 회차를 바꾸면 그만인데 티비에서는 영상재생했다가 뒤로다시 돌아와서 회차선택을 해야하는데 너무 불편합니다. 나름 편의성고려해서 바꾸셨겠지만 자동재생의경우 설정탭에서 선택할수있게 했으면 좋겠습니다. 조정이 불가피하다면 다른 OTT로 넘어가는것도 고려중입니다.","1","36","6.0.11"

"2022-09","OTT플랫폼 중 최악입니다 서비스 연결 지연 오류가 3번 들어가면 2번은 뜨는것 같아요 그렇다고 금방 정상으로 돌아오지도 않습니다 제발 개선해주세요 돈을 내고서도 제때 보지 못하는데 어떻게 OTT라는 말인가요.","1","2","6.0.10"

"2022-09","솔직히 야구중계땜에그대로두는데 구글에문제를삼아야합니다. 월정액이 12개월요금이 터무니없네요.","1","1","6.0.11"

"2022-09","팝업플레이 왜 없앴냐? PIP모드는 크기조정 불가이고 앱 자체를 팝업으로 쓰면 화면 크기조절 어렵고 왜 그러냐? 지상파 3사 등에업고 배째라 하는건가? 퀵동영상은 방송 끝나도 1일 이상 방치하는게 허다하고. 좀 잘해봅시다. 라이브채널 다 빠져서 볼것도 없던데.","1","3","6.0.11"

"2022-09","팝업창 업데이트 이후 사용을 안하게 됩니다. 기존에 사용하던 팝업창으로 다시 바꿔주세요 너무 불편해요. 이용자들이 기존 팝업창으로 바꿔달라는 얘기도 많은데 왜 아직도 개선이 안되고 있는건지 의문입니다. 팝업창 업데이트 전까지는 매우 만족하고 잘 사용 중이였는데 팝업창을 원하는 위치에 못 놔두고 사용하니 너무 불편합니다.","1","2",""

"2022-09","회외 0 옵 우잫자 5누웋조 보어 옹.","3","0","5.6.41"

"2022-09","시청중콘텐츠가 누르면 자동재생되는게 너무 불편해요. 예전에는 검색할 필요없이 시청중콘텐츠를 누르고 회차 목록이 주르륵 뜨면 볼 회차를 선택해서 재생하며 편하게 이용했는데 지금은 눌렀다하면 자동재생이 되니까 다 본 콘텐츠도 다시 처음부터 재생되고 내가 원하는 회차를 편리하게 선택하는게 불가능해져서 일부러 검색해서 봐야해요. 그런데 그렇게라도 보려하니까 이번엔 검색기록이 저장되는걸 아예 없애버리셨네요? 이러면 검색할때마다 쓰고 또 써야하는데 너무너무 불편해요 특히 TV앱에서는 리모콘으로 자판을 하나하나 눌러서 쓰는 경우가 있는데 이리 만드시면 쓰기 힘들죠. 시청중콘텐츠가 누르면 자동재생 되는걸 예전처럼 회차목록 뜨는걸로 수정해주시거나 그게 안되면 검색기록 저장이라도 되살려주세요. 요즘 웨이브를 쓸때 이 두가지 문제가 저한테는 너무나도 치명적이네요.","3","50","6.0.10"

"2022-09","계정이멊어서 로그인이 안된다니 이용권 결제일 마다 따박따박 돈빼가면서 오늘 왜 이런건지 빨리좀 해결해주세요.","2","3","6.0.10"

"2022-09","키즈모드는 없나요? 아이들만 볼수있게 만들어주세요.","4","0","6.0.0"

"2022-09","갑자기 로그아웃 되있더니 로그인해도 없는아이디로 뜨고 아이디찾기했더니 가입되지 않는 아이디로 나오네요.","1","2","6.0.10"

"2022-09","구글크롬캐스트 자동재생좀 제대로 되게끔 해주세요 서비스 한지 몇년이 지났는데 아직도 자동재생 하나 안되게 해놓는지.","1","1","6.0.10"

"2022-09","유료.개별구매가 느무 많아요.","3","0","5.6.41"

"2022-09","웨이브업데이트는 중국인들은 잘되는 업데이트 전혀 한국인은 생각안하는 중국사람들의 업데이트임 자꾸 이런식이면 웨이브해지해버리고 넷플릭스로 갈아탈거임 암쪼록 때쟁이 중국사람들만의 업데이트가 되게해주시요 진짜 리뷰안쓸려다가 중국인들만의 업데이트잔차를 벌이는꼴이 아주가관이라서 리뷰달았음 암쪼록 중국인들을위한 중국인들에의한 그런 업데이트가 되길 빌면서 한국인은 갈아탈 생각하겠네요.","1","3","6.0.10"

"2022-09","아니 이용권을 샀는데 개별구매는 왜 있는 거죠? 이럴꺼면 이용권이 왜 있는 거죠?","1","1",""

"2022-09","검색어 저장 기능 없어지고 웬 쓰레기같은 추천이 뜨게 해놨네. 심지어 취향 맞춤 알고리즘도 아님 별걸 다 넷플 따라한답시고 담달부터 해제함.","1","2","6.0.10"

"2022-09","왜 이러는지 모르겠네요.","1","2","6.0.10"

"2022-09","와.얼마전에 TV 사용시 이전에 보던 프로그램 누르면 리스트가 뜨는게 아니라 바로 재생이라 불편하다고 리뷰남겼는데 그 사이에 또 업데이트를 통해 다시 한번 불편을 가중시켜주네요. 어쩔수없이 검색으로 찾아서 프로그램 리스트를 봤는데 그나마 최근검색어 가 떠줘서 그나마 아주조금이라도 편하게 찾았는데 이젠 그조차도 없애버렸네요. POOQ때부터 몇년넘게 이용중인데 갈수록 후퇴하는것 같네요. 국내프로그램을 주로 운영하는 OTT 라면 남녀노소 누구나 이용이 편해야할텐데 30대인 저도 점점 불편해진다면 어르신들은 더더욱 불편해지시겠죠. 복붙하는 답변도 질리고 대체 누가 이런 업데이트 진행하는지.다들 비슷한 불만을 표출하는데 개선의 의지는 없어보이고. 에효.","1","22","6.0.0"

"2022-09","업데이트후 없는 아이디로 나오는데 왜이러는걸까요? 빠른해결 바람니다.","1","1","6.0.10"

"2022-09","업데이트후 T서비스 로그인안되어 이용못하고있습니다 해결바랍니다.","1","1","6.0.10"

"2022-09","스마트TV이용시에 바로재생되버리는게 너무 불편해요. 제가 어디까지 봤는지. 또 몇회를 볼껀지 선택해서 보던게 이젠 바로 재생되버리니 목록을 찾아서 다시 선택해서 봐야하는게 너무 불편하고 그전엔 몇회차엔 어떤내용이 나올지 간단한 설명을 본 후에 클릭해서 봤는데 그런것도 할수없어지니깐 웨이브 사용을 안하고싶어집니다.","1","1","6.0.0"

"2022-09","미드 수퍼내추럴 정주행하려고 구독해서 잘 보고있었는데 갑자기 시청내역에서 사라지고 검색해봐도 해당데이터가 없다고 나와요 한마디 공지도 없이 이게 뭐하자는건지.? 컨텐츠 제공 안되면 환불해주세요. 장난하는것도아니고.","1","1","6.0.0"

"2022-09","넷플릭스 보다가 이거본다? 진짜 대한민국은 외국 못따라간다. 진짜 할 말 없음 편의성? 영상 렉걸림? 와우 남 잘되니 따라가는 그런 OTT 결제 하지마요 게다가 돈 차이 1천원? 너무 멋졍.","1","1",""

"2022-08","너무 좋아요.","5","0","6.0.0"

"2022-08","별하나도 아깝다.","1","2","6.0.0"

"2022-08","웨이브 제작진들요 19금 비밀번호는 왜 설정하셨는지요? 19금영화는 그냥보기 19금애니는 비밀번호 누르고 왜 만드셨나요 비밀번호를.","1","1","6.0.0"

