"Date","Review","Star","Like","Version"
"2022-09","무료에 현혹되는 사람은 없겠지","1","0",""
"2022-09","경이로운 소문 올려주세요","4","0",""
"2022-09","1. 화면 양방향 회전이 안됨 2. 화면 배율 늘리고 줄이는게 상단 버튼으로만 됨 3. 폰에서 자막 크기 설정 안됨. 글자 크기 너무 작습니다. 설정 좀 가능하게 해주세요.","3","0","1.36.0-b151"
"2022-09","나 삼카500이상 신한 이러면 잡소 하잖아","4","0","1.33.0-b133"
"2022-09","업데이트는 언제되는건지 안하고 사용할수는 없나요?","1","0","1.31.3-b126"
"2022-09","어플다운이 안됩니다.. 빨리 개선해주세요","1","0",""
"2022-09","노트20 울트라 입니다 쿠팡플레이 올만에 폰에서 켜보니 업그레이드 하라고 해서 링크타고 들어왔습니다만 업그레이드도 안되고 지우고 다시 다운 받아보려 해도 안되고 기기와의 호환이 안되서 안된다고 뜨는데 확인 좀 부탁드립니다","3","1",""
"2022-09","자막크기가 너무 작은데 크게 해줄수 없나요?","5","0","1.36.0-b151"
"2022-09","토트넘 중계좀 땁시다","1","0","1.35.1-b150"
"2022-09","다운로드가 하루종일 안되요 하루종일 대기중 짜증나요","1","0",""
"2022-09","애플tv 4k 같은 셋탑에서도 사용할 수 있게 해주세요. 미러링으로 사용하는데 넷플처럼 편하게 사용할 수 있으면 좋겠어요.","5","0","1.35.1-b150"
"2022-09","갤럭시22 울트라 사용중입니다. 기기가 버전과 호환되지 않는다며 설치 진행이 되지 않고 있습니다. 업데이트가 되지않아 삭제 후 재설치하려하였난데 이러네요.","2","1",""
"2022-09","사용자 리뷰는 공개도며 내 계정 추가 정보 제공하기 한국어로 제공되나요? 삭제 선택 사항","5","0","2.0.1-b68"
"2022-09","다른결제없이 와우회원이라면 이 모든걸 공짜로 시청할수있다는거 맞나요?","5","0","1.36.0-b151"
"2022-09","와 너무하네.. 왜 쿠팡 아이디로만 가입하게 만들었으까나??? 난 쿠팡에서 물건 절대 안 사서 아이디 만들기도 시른데... 궁금해서 함 들어가볼라 했는데 걍 넷플 디플 웨이브로 만족해야겠다...","1","0","1.36.0-b151"
"2022-09","쿠팡 와우회원이면 무료로 이용가능 하다는 게 가장 큰 메리트. 가격대비 굉장한 서비스이기 때문에 컨텐츠에 대한 기대는 많지 않았는데 최근들어 최신영화 독점 공개 퀄리티 높은 쿠팡 오리지널 시리즈 등으로 컨텐츠의 질 또한 상승해 아주 만족스러움 안 쓰면 바보인 어플 쿠팡 감사합니다","5","0",""
"2022-09","화면회전 기능좀 넣어주세요 다른 OTT어플들은 스마트폰 자체 화면회전 기능 활성화 시키지 않아도 회전이 되는데 유독 쿠팡플레이만 이 기능을 안넣어 주시는 이상한 고집을 부리시네요","1","0","1.35.1-b150"
"2022-09","기기와 호환이 안된대요.. 설치 안 됨요.. ????","1","0",""
"2022-09","왜 자꾸 다운로드 안된다고 그러는건가요 리뷰 보니까 저말고 안되시는 분이 계시네요 태블릿에도 안깔리고 도대체 왜그런지 모르겠네요 개선 좀 해주세요","1","0",""
"2022-09","갤럭시 제트플립 2 모든 소프트웨어 최신버전 이 상태에서 어플이 기기랑 호환이 안된다고 하는데 어떻게 조취해야하나요..","1","0",""
"2022-09","지금 VOD 플레이가 안되네요 뭐이럼 짜증납니다","1","0","1.35.1-b150"
"2022-09","런칭 초반에는 그저 그랬는데 요샌 점점 콘텐츠들이 많아져서 너무 좋네요. 항상 더 발전하길 바라요","5","0","1.35.1-b150"
"2022-09","An bcp l45 이거 오류 코드인가요?페이지를 불러올 수 없답니다. 어플 삭제 후 재설치해도 계속 그럽니다.","3","0","1.35.1-b150"
"2022-09","뭐만 하면 영상을 불러올수없다고 새로고침하라고 뜨네요 이거 좀 제발 고쳐주세요","5","0","1.35.1-b150"
"2022-09","동영상 재생이 갑자기 안되네요?","1","0","1.35.1-b150"
"2022-09","영상이 처음부터 끊겨요.... 계속 새로고침이 떠요 빠른 개선 부탁드립니다.","3","0",""
"2022-09","재생하면 페이지를 불러오지 못했습니다 AN BCP L45 라고 떠요","3","0","1.35.1-b150"
"2022-09","플레이하면 계속 오류가 뜹니다 an bcp l45","2","0","1.35.1-b150"
"2022-09","지금 파일불러올수 없다고 계속 나오는데 나만 그런가요? 전체 문제인건가요?? 빠른 조치 부탁드립니다.","1","0","1.35.1-b150"
"2022-09","에러가 너무 많아요..영상 재생시 페이지를 불러오지 못했습니다 AN BCP L45 에러가 계속 뜨네요...","1","0","1.35.1-b150"
"2022-09","재생자체가 안됨","1","0","1.35.1-b150"
"2022-09","페이지를 불러오지 못한다는 로고가 뜨면서 재생이 안되네요.","3","0","1.35.1-b150"
"2022-09","모든동영상 재생이안되요 왜이러죠 새로고침하라고만 뜨네요 다른앱 동영상재생은 정상인데 쿠팡만이래요 페이지를 불러오지못했습니다 AN BCP L45 새로고침 이렇게만뜨네요","3","0","1.35.1-b150"
"2022-09","페이지를 불러오지못했습니다 an bcp r45 이거 왜자꾸 나오나요 유툽 넷플 다 모바일로 재생잘되고 와이파이 잘됩니다 다운로드속도는 진짜 유니텔 천리안 시절 수준입니다","1","0","1.35.1-b150"
"2022-09","재생이 잘 되다가 갑자기 안 됩니다. 특정 콘텐츠에서 1화부터 마지막화까지 주르륵 내려야 하는데 그럴때마다 렉걸리고 멈추는 현상이 지속적으로 수정되지 않으며 첫화부터 보기 혹은 최신화부터 보기 버튼조차 존재하지 않으며 개발자는 개선의 의지가 없는 걸로 보입니다. 수많은 OTT앱중 가장 떨어지는 앱입니다. 별 하나도 아깝네요.","1","0",""
"2022-09","동영상 재생이 안되고 새로고침 버튼 눌러도 같은 현상 반복되네요. 해결해주세요.","4","0","1.35.1-b150"
"2022-09","an bcp l45 오류 뜨면서 재생이 안되네요","1","0","1.35.1-b150"
"2022-09","AN BCP L45 뜨고 안나와요","1","1",""
"2022-09","쿠팡이 짱이다","5","0","1.31.3-b126"
"2022-09","화면잠금 좀 누르면 바로 해제되게 해주세요 너무 불편해요","4","0","1.35.1-b150"
"2022-09","어플자체 양방향 회전 넣어달라는데 폰 자체 회전 잠금 풀라니요 넷플릭스 티빙 웨이브 다 쓰고 있는데 기기자체 회전잠금 안풀어도 양방향으로 돌아갑니다. 쿠플만 한방향으로만 돌아가는거에요. 겜이고 동영상플레이어 ott들 다 기본으로 양방향 돌아가는걸.. 누가 요즘 폰 자체 회전을 풀고 사용하나요? 무슨말인지 모르시나보내요.. 쩝.","1","41","1.35.1-b150"
"2022-09","너무많이볼게많아요 쿠팡플레이를왜 이제알았나싶을정도로요","5","0","1.35.1-b150"
"2022-09","영어자막도 같이나와 보기 효율적입니다","5","0","1.31.3-b126"
"2022-09","새로운 프로그램 많이 좀 올려주세요","3","0","1.35.1-b150"
"2022-09","재밌는거 많아요","5","0","1.35.1-b150"
"2022-09","스포츠생중계는 좋은데 영화는 그리많지않아요","4","0","1.35.1-b150"
"2022-09","티비로 보는게 됐다 안됐다 그러네요...","3","1","1.35.1-b150"
"2022-09","제트플립4 유저인데 기기가 호환이 안된다며 다운이 안되요","5","0",""
"2022-09","티비연결이 잘됐는데 핸드폰바꾼후 연결이 안됩니다 이거 어떻게해야다시되나요?????","3","1","1.35.1-b150"
"2022-09","다운로드에 문제가 있네요 20분이나 기다렸는데 다운로드 진행이 더디길래 일시정지 했다가 다시 재개하니 그제서야 정상적으로 되네요 다른분들 리뷰 보니까 예전부터 다운로드 문제가 있었는데 개선은 꼭 되어야 할 것 같습니다 와우회원이라 어플 감사히 잘 사용하고 있는데 별도 요금제 생기거나 와우회원가가 변동된다면 더이상 사용할 의사는 없습니다","3","11","1.35.1-b150"
"2022-09","Z폴드4인데 다운안됨 무제한요금이고 와이파이 빵빵해도 안됨","1","0",""
"2022-09","생각보다 볼게 많다","5","0","1.35.1-b150"
"2022-09","정말로 다향한 영상과 애니를 다 모아 저있어서 좋은것 같아요.드라마나 애니 볼때 추천이에용.","5","0","1.35.1-b150"
"2022-09","설명 자막과 대사 자막이 동시에 나올 경우 하단에 자막이 겹쳐서 너무 불편합니다. 아이폰에서는 설명 자막이 나올 때 대사 자막이 상단으로 올라가던데 안드로이드도 자막 안 겹치게 해주세요.","2","0","1.35.1-b150"
"2022-09","업데이트가 안됩니다","1","0","1.27.1-b103"
"2022-09","GALAXY S22 에서 화면 끊기는 현상 해결 부탁드립니다.... 간헐적으로 계속 튀네요... 프레임 끊기고요... A82 쓸땐 안이랬어요...","3","0","1.35.1-b150"
"2022-09","플레이 화면 우측상단에 tv로 캐스트 버튼이 활성화 되어 있어서 좋았는데 갑자기 비활성화로 되어있네요 무엇때문인가요?","4","0","1.35.1-b150"
"2022-09","한마디로 거이 모든 영화 다 됨","5","0","1.33.4-b139"
"2022-09","자막크기를 설정하는 기능이 없어서 너무 불편하네요","1","0","1.35.1-b150"
"2022-09","TV연결시 끊김 현상좀 고쳐주세요...제발 ..............","1","1","1.35.1-b150"
"2022-09","자막 크기는 개선 안하나요? 초반부터 불편했는데 개선의지가 없나요?노트북이나 탭에서 볼때 자막크기는 당연히 자동으로 변경되는게 당연한거고 사용자에 편의애 따라 글씨크기 변경 기능도 있어야 한다고 봅니다","2","24","1.35.1-b150"
"2022-09","어플 좋아요.","5","0",""
"2022-09","노트10인데 기기와 버전이 호환되지 않는다는데 못보는건가여?","1","0",""
"2022-09","업데이트하려니깐 업데이크가 안되어서 삭제했더니 다운이 안됨. 왜이러죠?","3","0",""
"2022-09","갤22인데 기기와 호환이 안된다는게 뭐죠?","1","0",""
"2022-09","쿠팡은 축복입니다","5","0","1.33.2-b135"
"2022-09","노트9 사용자인데 이제 못쓰네요.","1","0",""
"2022-09","갤럭시탭s8울트라 지원 되다가 왜 안되나요","1","0","1.35.1-b150"
"2022-09","역시 쿠팡","5","0","1.33.3-b136"
"2022-09","티비로 연결하는 버튼이 갑자기 비활성화 되는데 어떻게 해야 연결이 될까요? 삭제후 재설치해도 활성화가 안되네요","4","0","1.35.1-b150"
"2022-09","영화 한산을 독점공개한다고 광고하는군요. 영화를 한 곳에서만 볼 수 있게 하는 건 나쁜짓입니다. 불쾌함을 표현하러 일부러 들어왔네요.","1","0",""
"2022-09","요즘 콘텐츠 많아진거 같아 전보다 자주 들어오게 되는데 정말 징하게 끊기네요 아직은 안돼나 봅니다","3","0","1.35.1-b150"
"2022-09","크롬캐스팅 시청중 많은 끊김 발생 무한로딩으로 한편영화제대로보기가 힘드네요","1","0","1.35.1-b150"
"2022-09","로고 건너뛰기시켜져여","3","0",""
"2022-09","atv앱 모바일앱 로그인 풀리는거나 수정하시길 매번 로그인을 다시하는데 타 ott 대비 너무 번거럽군요","3","0","1.35.1-b150"
"2022-09","컨텐츠도 많고 너무 좋습니다 옛드 좋아해서 보고있는데 쿠플이 옛드가 제일 많은 거 같아요 혹시 이걸 보신다면 지붕뚫고하이킥을 좀 고려해주시면 너무너무 보고싶습니다","5","0","1.35.1-b150"
"2022-09","요즘 넷플릭스 처럼 TV연결 해서 보구싶은데 왜 안되나요?","2","0","1.35.1-b150"
"2022-09","스마트티비용 해외버전도 어플 만들어 주세요 한국 사용자 중에서 해외직구 티비 쓰는 사람들도 많습니다 엘지 버전 해외직구 티비도 만들어 주세요","5","0","1.35.1-b150"
"2022-09","한번씩쿠풀에접속해보는데역시나아시아드라마는올라오는속도가느리네요제가요청한것들은하나도안올라와있고다른것만올라와있네요 요청하는거다무시하시면서평점좋길바라지마세요","1","1","1.35.1-b150"
"2022-09","기기와 호환이 안 되어 설치안된다는데 어떻게해야하나요?","3","0",""
"2022-08","4 그정도 꽉 7","2","0","1.35.1-b150"
"2022-08","노트북으로 볼 때 자막에 테두리나 그림자가 없어서 밝은 배경일 때 잘 안보여요. 테두리 좀 넣어주세요.","2","0","1.35.1-b150"
"2022-08","잠금좀 만들어요","3","0","1.35.1-b150"
"2022-08","많이 업로드 부탁드려요 옛날영화의 성지로 만들어주기를","5","0","1.33.4-b139"
"2022-08","한국사등 동영상 시청시 한회가 끝나면 움직이질않아서 매번 삭제 후 재설치 짜증남","1","0","1.35.1-b150"
"2022-08","쿠팡 플레이가 태블릿에는 없다 그러므로 별 하나요 다양한 기기에서 즐길 수 있도록 부탁합니다.","1","0","1.35.1-b150"
"2022-08","제대로 되게 만들고 유료로 바꾸던가하지 보다가4번끊키고 본인인증도 6번시도하다 포기 에러 덩어리네. 절대 가입안한다","1","0","1.35.1-b150"
"2022-08","노트9 쿠팡플레이 설치가 안 됩니다. 버전이 기기호환이 안 된대요","1","0",""
"2022-08","쿠팡도 사용할겸 좋아요","5","0","1.31.3-b126"
"2022-08","갤럭시 폴드와 테블릿에서 앱이 가로 방향으로만 나오네요. 세로 방향으로도 지원하게해주세요","3","7","1.35.1-b150"
"2022-08","앱이 기기와 호환되지 않는다고 나옵니다. 기기는개럭시 노트10 입니다.","1","0",""
"2022-08","짱 최고","5","0",""
"2022-08","쿠플덕에 영화관안가고 영화봄 영화관음질 트레쉬라 헤드폰으로 즐음 감사합니다","5","0","1.35.1-b150"
"2022-08","티비앱으로 보는데 재생이 안되요.재생시간도 00 00으로 뜨고 버퍼링 표시만 나요.뭔가요?","1","0",""
"2022-08","핸드폰연결좀 풀어주시오 매번 노트북켜기힘들어요","2","0","1.33.4-b139"
"2022-08","쿠팡 회식비 살살 녹는다.","1","0",""
"2022-08","재생 다운로드 관련 오류가 반복되는데 네트워크에 문제가 있다며 문제가 없는 사용자 환경에 대해 지적한다. 이 오류가 6개월은 족히 넘은 문제인데 아직 고쳐지지 않았다.","1","0","1.35.1-b150"
"2022-08","사용 하기가 편리하고 실속 있습니다.","4","0","1.35.1-b150"
"2022-08","콘텐츠가 많아서 좋아요. 웨이브영화에 없는것도 쿠팡에는 항상 있어요 감사합니다.","5","2","1.35.0-b149"
"2022-08","정말 유용한앱 입니다.","5","0","1.34.0-b148"
"2022-08","자동화면전환이 안돼서 불편해요. 넷플릭스 기타 다른 앱은 잘되는데.. 개선바랍니다.","2","0","1.35.1-b150"
"2022-08","업데이트도 안되고 다운도 안됨","1","0","1.31.0-b120"
"2022-08","유플러스보닺훨씬 좋아요","4","0","1.33.0-b133"
"2022-08","쿠팡 이츠 수수료 너무비싸서 별점 1점드립니다","1","0","2.0.1-b68"
"2022-08","너무 편해요 정말 잏렇게 좋은엡 없을것같아요","5","1","1.35.1-b150"
"2022-08","넷플릭스에 없는 영화가 많아서 좋아습니다","5","0","1.35.1-b150"
"2022-08","와우회원입니다. 후발주자답게.. 좋은 점들은 받아들이고.. 특색있게 발전해주세요.","5","1","1.35.1-b150"
"2022-08","개불편하게 해놨네 웨이브로 다시 간다 앱 누가 만들었냐 참내","1","1","1.35.1-b150"
"2022-08","2022년도에 화면회전 안되는 어플이 있다? 뭐 거의 초등학생이 코딩한 수준..","1","1","1.35.1-b150"
"2022-08","초기에 비해 확실히 많이 개선되는거 보임. 이런거보면 좋다고 생각함. 이제 볼거리도 더 많아지면 더 좋겠음.","5","25","1.34.0-b148"
"2022-08","가격대비 훌륭하다고 봅니다","5","0","1.34.0-b148"
"2022-08","매달 4900원만 내면 로켓와우 무료배송 영화까지 볼수있지만 내가 찾는 영화가 몇개 없어서 조금 아쉬움 그래서 4점","4","0","1.34.0-b148"
"2022-08","재미있게 잘 보고 있어요 기독교 크리스천 컨텐츠도 추가해주세요","5","0","1.34.0-b148"
"2022-08","김준식 우리미래 이마트 롯데마트","5","0",""
"2022-08","왜 갑자기 해상도 480까지밖에 선택이 안되는걸까요.","1","0","1.33.5-b145"
"2022-08","앱실행할때 검정바탕에 흰색 사각형 쿠팡플레이 아이콘이 안어울리는데 ios버전처럼 깔끔하게 실행되게 개선하면 좋겠네요","3","2","1.35.0-b149"
"2022-08","NFL중계 다시 내놔 이 셍키들아","2","36","1.33.4-b139"
"2022-08","중국영화랑 드라마 아무도안본다 그만좀 올려라 아이템이없으니까 쓰레기 물량으로 때우네","1","0","1.33.5-b145"
"2022-08","쇼핑도하고 영화도보고 일석이조 굳","5","0","1.34.0-b148"
